Chromosome,Start,End,GeneID,Description,Strand
chr3,95772064,95772304,Niat3g_22449,Unknown protein,+
chr3,95793386,95795309,Niat3g_22451,RING-type domain-containing protein,+
chr3,96019177,96022919,Niat3g_22454,Beta-amylase,+
chr3,96032034,96034055,Niat3g_22457,60S ribosomal protein L37a,+
chr3,96035789,96037861,Niat3g_22458,Peroxidase,-
chr3,96063303,96065943,Niat3g_22459,Calcineurin B-like protein,-
chr3,96120580,96126121,Niat3g_22461,Augmin subunit 2,+
chr3,96128050,96132891,Niat3g_22462,Serine/threonine protein kinase,+
chr3,96135135,96136295,Niat3g_22463,AAI domain-containing protein,+
chr3,96140118,96141264,Niat3g_22464,Myb-like domain-containing protein,+
chr3,96160976,96170209,Niat3g_22465,"Light-harvesting complex-like protein 3 isotype 1, chloroplastic",-
chr3,96183381,96189396,Niat3g_22466,Gata transcription factor 26,-
chr3,96228506,96231370,Niat3g_22467,Bax inhibitor 1,-
chr3,96238726,96242824,Niat3g_22468,Vesicle-associated protein 2-1,-
chr3,96287617,96289632,Niat3g_22469,taxadien-5-alpha-ol O-acetyltransferase-like,-
chr3,96316025,96320839,Niat3g_22470,plasminogen activator inhibitor 1 RNA-binding protein-like isoform X1,-
chr3,96336841,96338434,Niat3g_22472,"Phospholipase a1-ibeta2, chloroplastic",-
chr3,96456735,96457488,Niat3g_22480,Ethylene-responsive transcription factor 1a,+
chr3,96468258,96471060,Niat3g_22482,RNA-directed DNA polymerase homolog,-
chr3,96471615,96473025,Niat3g_22483,Unknown protein,-
chr3,96473352,96473760,Niat3g_22484,Unknown protein,-
chr3,96646537,96646798,Niat3g_22510,Unknown protein,-
chr3,96755782,96760141,Niat3g_22519,Nudix hydrolase 8,+
chr3,96854892,96856131,Niat3g_22525,Disease resistance protein,+
chr3,96856579,96857578,Niat3g_22526,disease resistance protein At4g27190-like,+
chr3,96895510,96895744,Niat3g_22530,Unknown protein,-
chr3,96899149,96899539,Niat3g_22531,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr3,96922689,96923076,Niat3g_22533,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr3,97069428,97088548,Niat3g_22552,"Ll-diaminopimelate aminotransferase, chloroplastic",+
chr3,97104729,97107605,Niat3g_22558,Homeobox-leucine zipper protein hat4,-
chr3,97145867,97146116,Niat3g_22559,Retrovirus-related Pol polyprotein from transposon opus,+
chr3,97198241,97202596,Niat3g_22563,Exostosin domain-containing protein,-
chr3,97299479,97304580,Niat3g_22568,Mitochondrial biogenesis protein AIM24,+
chr3,97305634,97306665,Niat3g_22569,Dna mismatch repair protein msh4,-
chr3,97307663,97310377,Niat3g_22570,Dna mismatch repair protein msh4,-
chr3,97310168,97311603,Niat3g_22571,Dna mismatch repair protein msh4,-
chr3,97311723,97312366,Niat3g_22572,DNA mismatch repair protein MSH4 isoform X4,-
chr3,97312539,97315755,Niat3g_22573,Dna mismatch repair protein msh4,-
chr3,97321059,97326465,Niat3g_22574,WAT1-related protein,+
chr3,97372488,97381076,Niat3g_22575,Protein transport protein sec16,+
chr3,97381786,97382798,Niat3g_22576,3'-5' exonuclease domain-containing protein,-
chr3,97418462,97428084,Niat3g_22578,Flowering time control protein fca,+
chr3,97439395,97439788,Niat3g_22580,Decaprenyl diphosphate synthase,-
chr3,97445540,97449017,Niat3g_22581,histidine triad nucleotide-binding protein 3-like,+
chr3,97464560,97466746,Niat3g_22583,Tubulin beta chain,+
chr3,97626076,97629934,Niat3g_22586,Vesicle-associated protein 1-2,+
chr3,97632380,97635906,Niat3g_22587,Autophagy-related protein,+
chr3,97640525,97640831,Niat3g_22588,zf-GRF domain-containing protein,+
chr3,97850735,97855456,Niat3g_22591,Protein nrt1 ptr family 6.3,-
chr3,98215780,98217554,Niat3g_22593,Protein nrt1 ptr family 6.3,-
chr3,98556945,98557215,Niat3g_22596,Unknown protein,-
chr3,98580803,98585702,Niat3g_22597,Protein nrt1 ptr family 6.3,-
chr3,98724401,98725769,Niat3g_22599,Transmembrane protein,+
chr3,98725037,98725529,Niat3g_22600,14 kDa proline-rich protein dc2.15,-
chr3,98762879,98766593,Niat3g_22603,L-lactate dehydrogenase,-
chr3,98774475,98779005,Niat3g_22604,tRNA_edit domain-containing protein,+
chr3,98974701,98975217,Niat3g_22605,Auxin-responsive protein saur36,+
chr3,98979155,98984364,Niat3g_22606,"NADH dehydrogenase (Ubiquinone) complex I, assembly factor 6-like",-
chr3,98990213,98993713,Niat3g_22608,Hsp70-Hsp90 organizing protein,+
chr3,98994621,98995154,Niat3g_22610,Unknown protein,-
chr3,99086088,99086691,Niat3g_22612,21 kDa protein,-
chr3,99156714,99159173,Niat3g_22613,AAI domain-containing protein,+
chr3,99160183,99166231,Niat3g_22614,FAM10 family protein At4g22670-like,+
chr3,99203062,99203754,Niat3g_22615,replication protein A 70 kDa DNA-binding subunit A-like isoform X2,-
chr3,99212845,99217553,Niat3g_22617,HAT transposon superfamily,+
chr3,99215652,99217598,Niat3g_22618,Protein kinase domain-containing protein,-
chr3,99224542,99225702,Niat3g_22620,Homeodomain-interacting protein kinase,+
chr3,99259208,99260271,Niat3g_22621,Homeodomain-interacting protein kinase,+
chr3,99261767,99266539,Niat3g_22622,"peptidyl-tRNA hydrolase ICT1, mitochondrial",-
chr3,99284259,99287037,Niat3g_22623,Unknown protein,+
chr3,99288521,99293080,Niat3g_22624,Protein cornichon-like 4,+
chr3,99293805,99297628,Niat3g_22625,exosome complex component RRP42,-
chr3,99302028,99306482,Niat3g_22626,At-hook motif nuclear-localized protein 1,-
chr3,99344604,99348183,Niat3g_22628,ACT domain-containing protein ACR8,-
chr3,99423971,99424442,Niat3g_22630,Protein kinase domain-containing protein,-
chr3,99493805,99495027,Niat3g_22631,AT-hook motif nuclear-localized protein,+
chr3,99607222,99608410,Niat3g_22632,Protein LITTLE ZIPPER 1,+
chr3,99608873,99613632,Niat3g_22633,ycf49-like protein isoform X1,-
chr3,99619454,99621980,Niat3g_22634,bile acid transporter 5,-
chr3,99623518,99626976,Niat3g_22635,crooked neck-like protein 1,-
chr3,99666281,99670931,Niat3g_22636,Ycf49-like protein,-
chr3,99673098,99678947,Niat3g_22637,Sodium/metabolite cotransporter like,-
chr3,99725744,99726116,Niat3g_22645,Unknown protein,-
chr3,99737707,99740014,Niat3g_22647,subtilisin-like protease,+
chr3,99748165,99750421,Niat3g_22648,subtilisin-like protease,+
chr3,99833174,99833486,Niat3g_22652,Unknown protein,-
chr3,100065877,100072760,Niat3g_22665,Adenosine monophosphate-protein transferase and cysteine protease ibpA,-
chr3,100075689,100086514,Niat3g_22666,YTH domain-containing protein,-
chr3,100125966,100129587,Niat3g_22669,"Pgr5-like protein 1b, chloroplastic",+
chr3,100132517,100134678,Niat3g_22671,Expansin,+
chr3,100135460,100140180,Niat3g_22672,3-hydroxy-3-methylglutaryl coenzyme A synthase,-
chr3,100154715,100164759,Niat3g_22675,Spx domain-containing membrane protein,-
chr3,100275259,100276136,Niat3g_22679,Dehydration-responsive element-binding protein 1f,-
chr3,100332111,100332414,Niat3g_22691,Unknown protein,-
chr3,100518037,100519240,Niat3g_22703,Ethylene-responsive transcription factor erf027,+
chr3,100637755,100638251,Niat3g_22705,Unknown protein,-
chr3,100654894,100655192,Niat3g_22706,Unknown protein,+
chr3,100772374,100773925,Niat3g_22707,Protein DETOXIFICATION,+
chr3,100788006,100794468,Niat3g_22708,Lysophospholipid acyltransferase 1,-
chr3,100934513,100951814,Niat3g_22709,pre-mRNA-processing-splicing factor 8-like,+
chr3,100965328,100972640,Niat3g_22710,Serinethreonine-protein kinase edr1,+
chr3,100982952,100983883,Niat3g_22713,Cytochrome c oxidase subunit 3,+
chr3,101079980,101085827,Niat3g_22720,DUF4005 domain-containing protein,+
chr3,101133396,101144881,Niat3g_22721,S1 motif domain-containing protein,-
chr3,101165005,101168215,Niat3g_22722,Lim domain-containing protein wlim2b,-
chr3,101203574,101203940,Niat3g_22723,Nuclear transcription factor y subunit c-9,-
chr3,101301869,101307467,Niat3g_22724,C2 NT-type domain-containing protein,+
chr3,101326023,101328600,Niat3g_22725,Protein LURP-one-related 11,-
chr3,101568184,101568625,Niat3g_22728,Unknown protein,+
chr3,101881983,101883465,Niat3g_22731,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr3,101883990,101884563,Niat3g_22732,CCHC-type domain-containing protein,-
chr3,102337714,102342779,Niat3g_22735,Unknown protein,+
chr3,102343095,102345331,Niat3g_22736,Unknown protein,+
chr3,102389163,102389612,Niat3g_22737,Unknown protein,-
chr3,102461535,102461999,Niat3g_22738,Unknown protein,-
chr3,102508187,102509356,Niat3g_22739,Protein LURP-one-related 11,-
chr3,102576714,102583699,Niat3g_22740,RNA-binding protein NOB1-like,-
chr3,102585866,102589453,Niat3g_22741,Serine racemase,-
chr3,102728803,102734557,Niat3g_22744,At-hook motif nuclear-localized protein 5,+
chr3,102737610,102742288,Niat3g_22745,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein,-
chr3,102862883,102866339,Niat3g_22746,rRNA-processing protein UTP23 homolog,+
chr3,102883115,102886729,Niat3g_22749,Plasma membrane intrinsic protein 11,+
chr3,102903265,102903769,Niat3g_22751,E3 ubiquitin-protein ligase rha1b,-
chr3,102967761,102971750,Niat3g_22754,Heat shock protein 83,+
chr3,102972852,102978159,Niat3g_22755,SWIM-type domain-containing protein,-
chr3,103149550,103155195,Niat3g_22757,2-isopropylmalate synthase B,-
chr3,103533598,103547417,Niat3g_22758,HMA domain-containing protein,+
chr3,103551830,103554934,Niat3g_22759,1-aminocyclopropane-1-carboxylate synthase,-
chr3,103565639,103569532,Niat3g_22760,DDA1 domain-containing protein,-
chr3,103665528,103690200,Niat3g_22761,E4 sumo-protein ligase pial2,-
chr3,103696970,103697585,Niat3g_22763,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr3,103760611,103772018,Niat3g_22771,E4 sumo-protein ligase pial2,-
chr3,103835077,103835797,Niat3g_22773,LEA_2 domain-containing protein,+
chr3,103863096,103863816,Niat3g_22774,LEA_2 domain-containing protein,+
chr3,103953942,103958879,Niat3g_22775,Protein disulfide-isomerase,+
chr3,103975865,103981984,Niat3g_22776,Calcium-dependent protein kinase,-
chr3,103983138,103985538,Niat3g_22777,loricrin-like isoform X2,-
chr3,104007972,104015285,Niat3g_22780,cation/H(+) antiporter 18-like,-
chr3,104068517,104073927,Niat3g_22784,V-type proton atpase subunit e,-
chr3,104076527,104082266,Niat3g_22785,Ubiquitin-conjugating enzyme e2 10,+
chr3,104091961,104092717,Niat3g_22787,CCHC-type domain-containing protein,+
chr3,104094103,104095933,Niat3g_22788,Retrovirus-related Pol polyprotein from transposon TNT 1-94,+
chr3,104099057,104099417,Niat3g_22789,Unknown protein,+
chr3,104106682,104109910,Niat3g_22790,Serinethreonine-protein kinase ht1,+
chr3,104153721,104159437,Niat3g_22791,intracellular protein transport protein USO1-like,+
chr3,104265138,104268128,Niat3g_22792,1-acyl-sn-glycerol-3-phosphate acyltransferase delta isoform 1,+
chr3,104269663,104270215,Niat3g_22794,Integrase catalytic domain-containing protein,-
chr3,104273137,104275379,Niat3g_22798,WRKY domain-containing protein,-
chr3,104510746,104512374,Niat3g_22800,WRKY domain-containing protein,+
chr3,104654097,104654865,Niat3g_22802,Unknown protein,+
chr3,104659317,104660412,Niat3g_22803,Ethylene-responsive transcription factor erf061,-
chr3,104681821,104682064,Niat3g_22804,Unknown protein,-
chr3,104694939,104703461,Niat3g_22805,Long chain acyl-CoA synthetase,-
chr3,104705067,104712226,Niat3g_22806,Mitochondrial inner membrane protein oxa1,-
chr3,104717144,104717477,Niat3g_22807,Integrase catalytic domain-containing protein,-
chr3,104717935,104718286,Niat3g_22808,Transposon Ty3-I Gag-Pol polyprotein,-
chr3,104735228,104741983,Niat3g_22811,zinc finger CCCH domain-containing protein 13-like isoform X1,+
chr3,104744184,104746795,Niat3g_22812,Nucleoside diphosphate kinase,+
chr3,104753951,104759744,Niat3g_22813,UAP56-interacting factor like,+
chr3,104778177,104778552,Niat3g_22817,"Cationic amino acid transporter 4, vacuolar",-
chr3,104781749,104797453,Niat3g_22819,Calcineurin b-like protein 4,-
chr3,104840293,104842187,Niat3g_22820,UvrABC system protein C,-
chr3,104913531,104916180,Niat3g_22821,B2 protein,-
chr3,104973965,104990030,Niat3g_22822,"3-oxoacyl-[acyl-carrier-protein] synthase i, chloroplastic",+
chr3,105024969,105025332,Niat3g_22824,Unknown protein,-
chr3,105027213,105027589,Niat3g_22823,DUF4218 domain-containing protein,-
chr3,105027809,105028139,Niat3g_22826,DUF4216 domain-containing protein,-
chr3,105028158,105028452,Niat3g_22827,Unknown protein,-
chr3,105067592,105070624,Niat3g_22828,26S proteasome non-ATPase regulatory subunit 8 homolog A-like,+
chr3,105098151,105106224,Niat3g_22829,Protein NLP7,+
chr3,105108009,105109177,Niat3g_22830,Bidirectional sugar transporter SWEET,-
chr3,105126388,105132398,Niat3g_22831,Glycosyltransferase,-
chr3,105274126,105278453,Niat3g_22832,Heat shock protein 70 family,+
chr3,105303292,105304887,Niat3g_22833,Transcription repressor myb5,-
chr3,105339189,105342684,Niat3g_22835,WD repeat-containing protein 44-like,-
chr3,105417165,105418253,Niat3g_22837,Dof zinc finger protein,+
chr3,105442167,105442608,Niat3g_22838,Unknown protein,+
chr3,105496586,105497498,Niat3g_22839,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr3,105597148,105597583,Niat3g_22845,Plant self-incompatibility S1,-
chr3,105599980,105600292,Niat3g_22846,Unknown protein,+
chr3,105610128,105614438,Niat3g_22849,Plant UBX domain-containing protein 10,+
chr3,105617355,105618468,Niat3g_22850,Protein yippee-like,-
chr3,105623946,105624987,Niat3g_22852,HpcH_HpaI domain-containing protein,-
chr3,105627541,105637655,Niat3g_22853,Serine/threonine-protein kinase OSR1,-
chr3,105677628,105678105,Niat3g_22855,"Protein of unknown function, DUF538",+
chr3,105724362,105724839,Niat3g_22856,"Protein of unknown function, DUF538",+
chr3,105847001,105848956,Niat3g_22858,Methionine gamma-lyase,+
chr3,105857957,105862459,Niat3g_22859,Ubiquitin,+
chr3,106147531,106149522,Niat3g_22862,Transcription factor bhlh14,+
chr3,106171162,106178689,Niat3g_22863,AB hydrolase-1 domain-containing protein,-
chr3,106201144,106204472,Niat3g_22864,GDSL esterase/lipase,+
chr3,106213832,106216797,Niat3g_22865,"Beta-carotene isomerase d27, chloroplastic",+
chr3,106221020,106222334,Niat3g_22867,Lung seven transmembrane receptor family protein,+
chr3,106336450,106338031,Niat3g_22869,Nac domain-containing protein 43,-
chr3,106425660,106426035,Niat3g_22875,RNase H domain-containing protein,+
chr3,106443225,106445151,Niat3g_22877,"Photosystem i reaction center subunit n, chloroplastic",-
chr3,106688828,106711764,Niat3g_22880,Mediator of RNA polymerase II transcription subunit 13,-
chr3,107042932,107047407,Niat3g_22882,Aquaporin NIP3-1,+
chr3,107048275,107061486,Niat3g_22883,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,-
chr3,107100928,107108981,Niat3g_22884,RING-CH-type domain-containing protein,+
chr3,107154569,107155874,Niat3g_22887,B3 domain-containing transcription factor nga3,-
chr3,107195525,107197446,Niat3g_22888,Soluble inorganic pyrophosphatase ppa1,-
chr3,108136711,108142726,Niat3g_22892,structure-specific endonuclease subunit SLX1 homolog,-
chr3,108172252,108185300,Niat3g_22893,Protein transport protein sec31-like b,-
chr3,108212148,108213714,Niat3g_22894,metallothiol transferase FosB-like,-
chr3,108223156,108224867,Niat3g_22895,Protein transport protein sec31-like b,+
chr3,108331682,108352106,Niat3g_22898,methyltransferase-like protein 13,+
chr3,108539164,108543607,Niat3g_22900,Agamous-like mads-box protein agl15,+
chr3,108623578,108628306,Niat3g_22902,Carboxypeptidase,+
chr3,108656066,108660076,Niat3g_22904,Carboxypeptidase,+
chr3,108794094,108803149,Niat3g_22906,F-box/WD-40 repeat-containing protein At3g52030-like isoform X1,+
chr3,108874598,108878283,Niat3g_22907,N-alpha-acetyltransferase,+
chr3,108895951,108899492,Niat3g_22909,CTL-like protein DDB_G0274487,-
chr3,109270066,109282837,Niat3g_22913,Glutamine--fructose-6-phosphate aminotransferase,+
chr3,109306978,109309324,Niat3g_22914,subtilisin-like protease,+
chr3,109317463,109319767,Niat3g_22916,subtilisin-like protease,+
chr3,109343811,109346684,Niat3g_22919,subtilisin-like protease,-
chr3,109430936,109433769,Niat3g_22921,subtilisin-like protease,-
chr3,109606149,109606885,Niat3g_22924,Unknown protein,-
chr3,109610214,109614138,Niat3g_22925,"Protein RETICULATA-RELATED 4, chloroplastic",+
chr3,109617560,109618412,Niat3g_22927,subtilisin-like protease SBT1.9,-
chr3,109618478,109619113,Niat3g_22928,subtilisin-like protease SBT1.9,-
chr3,109622975,109623644,Niat3g_22929,Myosin-11,-
chr3,109625506,109627251,Niat3g_22930,Myosin-11,-
chr3,109674517,109676725,Niat3g_22931,subtilisin-like protease,-
chr3,109678252,109683401,Niat3g_22932,Ribosomal protein,-
chr3,110021055,110052157,Niat3g_22933,structural maintenance of chromosomes protein 5,-
chr3,110146770,110149611,Niat3g_22934,"Rna polymerase sigma factor sigd, chloroplastic",+
chr3,110164965,110186533,Niat3g_22935,"Structural constituent of ribosome, putative",-
chr3,110234257,110240681,Niat3g_22936,WD_REPEATS_REGION domain-containing protein,+
chr3,110242267,110242999,Niat3g_22937,LRR receptor-like serine/threonine-protein kinase FLS2,-
chr3,110246759,110253353,Niat3g_22939,Conserved oligomeric Golgi complex subunit 8,-
chr3,110260961,110261853,Niat3g_22940,zinc finger BED domain-containing protein RICESLEEPER 2-like,-
chr3,110264841,110266219,Niat3g_22941,NAD(P)-binding domain containing protein,+
chr3,110305235,110323794,Niat3g_22943,Alpha-N-acetylglucosaminidase,+
chr3,110325184,110334087,Niat3g_22944,DUF288 domain-containing protein,-
chr3,110382802,110389116,Niat3g_22946,polyamine oxidase 1-like,-
chr3,110671600,110689333,Niat3g_22947,Unknown protein,-
chr3,110712767,110713052,Niat3g_22950,Pituitary adenylate cyclase-activating polypeptide type I receptor like,+
chr3,110765911,110766199,Niat3g_22952,Unknown protein,+
chr3,110772113,110783331,Niat3g_22953,Methyltransferase,-
chr3,110806379,110807053,Niat3g_22955,Retrovirus-related Pol polyprotein from transposon RE1,+
chr3,110858020,110859686,Niat3g_22956,BED-type domain-containing protein,-
chr3,110980075,110985352,Niat3g_22957,Cytochrome b5 domain-containing protein rlf,+
chr3,110987424,110989827,Niat3g_22959,"Protein of unknown function, DUF642",-
chr3,111032072,111032503,Niat3g_22960,Unknown protein,-
chr3,111100584,111107381,Niat3g_22962,Zinc/iron permease,-
chr3,111174452,111174947,Niat3g_22963,"Ferredoxin-thioredoxin reductase, variable chain",-
chr3,111201692,111208567,Niat3g_22964,DNA topoisomerase 2,+
chr3,111209574,111214487,Niat3g_22965,protein OBERON 4,-
chr3,111219713,111223767,Niat3g_22966,Peptidylprolyl isomerase,-
chr3,111241240,111244744,Niat3g_22969,PPM-type phosphatase domain-containing protein,-
chr3,111246580,111258877,Niat3g_22970,Protein SEMI-ROLLED LEAF 2,-
chr3,111376931,111388136,Niat3g_22971,Histone-lysine N-methyltransferase,+
chr3,111404786,111415220,Niat3g_22972,tRNA-dihydrouridine synthase,+
chr3,111418597,111421476,Niat3g_22973,polygalacturonase-like,-
chr3,111612058,111626255,Niat3g_22974,Carotenoid cleavage dioxygenase 1,-
chr3,111626810,111636600,Niat3g_22975,Carotenoid cleavage dioxygenase 1-1,-
chr3,111770668,111778529,Niat3g_22977,Nuclear transcription factor y subunit a-1,-
chr3,111838683,111845361,Niat3g_22985,Mediator of rna polymerase ii transcription subunit 27,-
chr3,111966488,111966716,Niat3g_22989,Unknown protein,+
chr3,111996627,112005227,Niat3g_22990,Cellulose synthase,+
chr3,112006143,112007790,Niat3g_22991,NB-ARC domain-containing protein,+
chr3,112008064,112009394,Niat3g_22992,NB-ARC domain-containing protein,+
chr3,112076336,112076603,Niat3g_22997,Unknown protein,+
chr3,112126022,112126256,Niat3g_23002,Unknown protein,+
chr3,112139038,112139317,Niat3g_23004,DNA ligase 1-like,+
chr3,112244528,112245906,Niat3g_23008,Unknown protein,-
chr3,112246228,112246874,Niat3g_23009,Unknown protein,-
chr3,112257625,112257988,Niat3g_23011,RNase H domain-containing protein,+
chr3,112258703,112262599,Niat3g_23012,Chaperonin-like RbcX,+
chr3,112304258,112305529,Niat3g_23019,Cellulose synthase,+
chr3,112363713,112364019,Niat3g_23027,Unknown protein,+
chr3,112422173,112426306,Niat3g_23038,Zinc finger ccch domain-containing protein 30,+
chr3,112580379,112584230,Niat3g_23039,Protein DETOXIFICATION,-
chr3,112703324,112708465,Niat3g_23040,Dual specificity protein kinase,-
chr3,112856878,112858980,Niat3g_23042,MYB transcription factor,-
chr3,113019868,113027009,Niat3g_23045,"Atp synthase subunit o, mitochondrial",-
chr3,113100900,113105603,Niat3g_23047,Telomerase reverse transcriptase,-
chr3,113106101,113122592,Niat3g_23048,Telomerase reverse transcriptase,-
chr3,113248347,113251136,Niat3g_23051,rRNA biogenesis protein,-
chr3,113252477,113252777,Niat3g_23052,WD repeat-containing protein 44-like,-
chr3,113254501,113257570,Niat3g_23053,"Adp,atp carrier protein, mitochondrial",+
chr3,113264179,113265026,Niat3g_23055,Unknown protein,-
chr3,113424656,113429868,Niat3g_23057,E3 ubiquitin ligase big brother,+
chr3,113579645,113582466,Niat3g_23058,Zinc finger protein wip2,+
chr3,113780648,113782279,Niat3g_23059,"Thylakoid lumenal 19 kDa protein, chloroplastic",-
chr3,113793284,113803368,Niat3g_23060,Zinc finger ccch domain-containing protein 69,+
chr3,113871374,113871794,Niat3g_23062,Unknown protein,+
chr3,113992222,113993481,Niat3g_23063,SASA domain-containing protein,-
chr3,114060664,114061355,Niat3g_23067,Unknown protein,+
chr3,114080194,114087632,Niat3g_23068,pre-mRNA-splicing factor SYF1-like,-
chr3,114144989,114145827,Niat3g_23071,Eukaryotic translation initiation factor 4G,-
chr3,114336850,114338506,Niat3g_23072,expansin-B15-like,-
chr3,114342545,114342809,Niat3g_23073,tetrahydrocannabinolic acid synthase-like,-
chr3,114351421,114360576,Niat3g_23075,RRM domain-containing protein,-
chr3,114483626,114490734,Niat3g_23076,Zinc finger A20 and AN1 domain-containing stress-associated protein,+
chr3,114583144,114583687,Niat3g_23079,Zinc finger a20 and an1 domain-containing stress-associated protein 5,+
chr3,114588726,114604091,Niat3g_23080,"Plus-3 domain, subgroup protein",-
chr3,114750701,114755005,Niat3g_23082,Protein gamma response 1,+
chr3,114762756,114763863,Niat3g_23083,DNA damage-repair/toleration protein DRT100,-
chr3,114781601,114787120,Niat3g_23084,SpoU_methylase domain-containing protein,-
chr3,114798219,114798960,Niat3g_23085,Dimer_Tnp_hAT domain-containing protein,-
chr3,115098523,115104881,Niat3g_23088,Surp and g-patch domain-containing protein 1-like protein,+
chr3,115126048,115128705,Niat3g_23089,Transcription factor bhlh130,+
chr3,115153383,115153716,Niat3g_23091,Integrase catalytic domain-containing protein,+
chr3,115154484,115154823,Niat3g_23092,Retrovirus-related Pol polyprotein from transposon RE1,+
chr3,115154888,115155213,Niat3g_23093,Polypepetide with reverse transcriptase and RNaseH domains,+
chr3,115234462,115238445,Niat3g_23094,Ras-related protein,+
chr3,115245808,115247492,Niat3g_23095,Pathogenesis-related thaumatin family protein,-
chr3,115291053,115291920,Niat3g_23096,Histone H3,+
chr3,115401763,115402718,Niat3g_23097,Histone H3,+
chr3,115405976,115407125,Niat3g_23098,NB-ARC domain-containing protein,-
chr3,115413035,115415951,Niat3g_23099,Disease resistance protein rpm1,-
chr3,115439869,115440259,Niat3g_23107,disease resistance protein RPM1-like,+
chr3,115440519,115441029,Niat3g_23108,zinc finger BED domain-containing protein 6-like,-
chr3,115443419,115443830,Niat3g_23110,Histone H3,-
chr3,115465325,115465700,Niat3g_23111,Dimer_Tnp_hAT domain-containing protein,-
chr3,115493891,115494302,Niat3g_23114,Histone H3,-
chr3,115525959,115526745,Niat3g_23117,Unknown protein,-
chr3,115531374,115547748,Niat3g_23118,Clustered mitochondria protein homolog,+
chr3,115551880,115561338,Niat3g_23120,DnaJ-like protein,-
chr3,115566161,115567181,Niat3g_23121,C2 calcium-dependent membrane targeting,-
chr3,115579737,115583031,Niat3g_23122,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein,+
chr3,115583522,115605740,Niat3g_23123,DNA-directed RNA polymerase subunit beta,-
chr3,115606190,115606589,Niat3g_23124,DNA-directed RNA polymerase subunit beta,-
chr3,115631032,115631524,Niat3g_23132,Reverse transcriptase domain-containing protein,-
chr3,115651262,115651709,Niat3g_23136,Retrotran_gag_3 domain-containing protein,-
chr3,115672473,115674483,Niat3g_23138,Glutathione S-transferase,+
chr3,115678909,115683597,Niat3g_23139,3-oxoacyl-[acyl-carrier-protein] reductase,-
chr3,115685798,115686331,Niat3g_23140,"3-oxoacyl-[acyl-carrier-protein] reductase, chloroplastic-like",-
chr3,115688696,115693835,Niat3g_23142,Sister chromatid cohesion 1 protein 3,-
chr3,115867983,115869009,Niat3g_23148,"Gag-pol polyprotein, putative",-
chr3,115869912,115870339,Niat3g_23149,Reverse transcriptase domain-containing protein,-
chr3,115871166,115872966,Niat3g_23150,CCHC-type domain-containing protein,-
chr3,115896046,115896295,Niat3g_23152,Protein Ycf2,-
chr3,115979507,115983105,Niat3g_23155,TP_methylase domain-containing protein,+
chr3,115988395,115991779,Niat3g_23156,O-fucosyltransferase 20,-
chr3,116015083,116015383,Niat3g_23157,Unknown protein,+
chr3,116140387,116146673,Niat3g_23159,Beta-glucosidase 12,-
chr3,116185562,116186762,Niat3g_23162,RNase H family protein,+
chr3,116189327,116189693,Niat3g_23163,Unknown protein,+
chr3,116199382,116199835,Niat3g_23164,Unknown protein,+
chr3,116201296,116208159,Niat3g_23165,Protein kinase domain-containing protein,+
chr3,116208716,116210765,Niat3g_23166,Receptor-like serine/threonine-protein kinase,+
chr3,116212479,116213326,Niat3g_23167,NB-ARC domain-containing protein,-
chr3,116241442,116247861,Niat3g_23168,Protein emsy-like 3,+
chr3,116260104,116264809,Niat3g_23169,Bromo domain-containing protein,-
chr3,116336149,116336959,Niat3g_23170,Mucin-16 like,-
chr3,116348199,116354141,Niat3g_23171,protein N-terminal asparagine amidohydrolase,-
chr3,116466367,116483714,Niat3g_23173,proline-rich receptor-like protein kinase PERK8 isoform X1,+
chr3,116561363,116563525,Niat3g_23174,homeobox-leucine zipper protein HOX11-like,-
chr3,116930929,116932115,Niat3g_23178,Unknown protein,+
chr3,116932968,116934210,Niat3g_23179,E3 ubiquitin-protein ligase RMA1H1,-
chr3,117000415,117001599,Niat3g_23181,DC1 domain containing protein,-
chr3,117082163,117082736,Niat3g_23184,Cysteine/Histidine-rich C1 domain family protein,+
chr3,117087800,117095116,Niat3g_23185,Unknown protein,+
chr3,117122907,117125379,Niat3g_23187,Cysteine/Histidine-rich C1 domain family protein,+
chr3,117145376,117146857,Niat3g_23188,Cysteine/Histidine-rich C1 domain family protein,+
chr3,117163645,117166015,Niat3g_23189,Retrovirus-related Pol polyprotein from transposon TNT 1-94,-
chr3,117264092,117264848,Niat3g_23190,Cysteine/Histidine-rich C1 domain family protein,+
chr3,117329587,117333420,Niat3g_23191,Cysteine/Histidine-rich C1 domain family protein,+
chr3,117360886,117362185,Niat3g_23192,Phorbol-ester/DAG-type domain-containing protein,+
chr3,117362958,117363732,Niat3g_23193,Early endosome antigen 1,-
chr3,117365522,117392416,Niat3g_23194,Callose synthase,-
chr3,117460202,117467849,Niat3g_23198,Citrate synthase,-
